Date,User,Message
2022-10-18 10:15:03,"잉","vscode 자체의 테마인가요?"
2022-10-18 10:15:15,"산산/recsys","들어가면 보이더라구요"
2022-10-18 10:15:15,"멋쟁이 프로도/CV","저도 그건 모르겠네요ㅋㅋ"
2022-10-18 10:15:50,"응원하는 튜브/nlp","그거 확장 프로그램 깔면 돼요"
2022-10-18 10:16:02,"응원하는 튜브/nlp","어디루 들어가면 볼 수 있나요"
2022-10-18 10:16:10,"잉","어떤건지 아실까요"
2022-10-18 10:16:11,"잉","??"
2022-10-18 10:16:20,"산산/recsys","슬랙에 팀원을 칮습니다 채널이요!"
2022-10-18 10:18:10,"응원하는 튜브/nlp","저도 맞는지는 모르겠는데, vscode에서 확장프로그램 설치하는데에서 rainbow csv 깔아보세요..!!"
2022-10-18 10:23:51,"잉","적용이 ㄷ안되네요 껐다켜도 ㅠ"
2022-10-18 10:23:52,"잉","감사합니다"
2022-10-18 10:29:12,"멋쟁이 프로도/CV","이따 쉬는시간에 물어보시죠ㅋㅋ"
2022-10-18 10:29:24,"멋쟁이 프로도/CV","사진"
2022-10-18 10:29:27,"멋쟁이 프로도/CV","저도 이런식으로만 떠서..."
2022-10-18 10:32:48,"피자 / cv","맥북이랑"
2022-10-18 10:32:50,"피자 / cv","달라요"
2022-10-18 10:33:09,"피자 / cv","터미널환경에 따라 다르기도 하고 "
2022-10-18 10:33:14,"피자 / cv","테마설정하면 달라집니다"
2022-10-18 10:33:21,"피자 / cv","맥북은 기본 zsh 사용해요"
2022-10-18 10:34:01,"./NLP","터미널 차이 아닌가요?"
2022-10-18 10:34:04,"방장/CV","테마 설정 제일 중요.."
2022-10-18 10:34:33,"./RecSys","터미널 차이 맞아요"
2022-10-18 10:34:54,"츄리닝안경 네오 / NLP","그러면 혹시 git bash 는 커스텀 가능한가요??"
2022-10-18 10:35:20,"피자 / cv","터미널차이입니당"
2022-10-18 10:35:27,"피자 / cv","테마에 따라 다르구"
2022-10-18 10:35:51,"./RecSys","윈도우는 wsl로 oh my zsh쓰시거나 "
2022-10-18 10:36:05,"./RecSys","oh my posh로 파워쉘에 적용할 수 있는걸로 알고 잌ㅅ어요"
2022-10-18 10:39:47,"잉","맥북 테마 설정 추천좀해주실 수 잇나요"
2022-10-18 10:44:10,"하용/NLP","oh my zsh 쓰시면 돼용"
2022-10-18 10:52:14,"멋쟁이 프로도/CV","검색해보니 윈도우도 가능하긴한데 10분안에는 못할거같네요ㅋㅋ"
2022-10-18 23:06:36,"산산/recsys","이모티콘"
2022-10-18 23:06:52,"하하/recsys","이모티콘"
2022-10-19 12:53:53,"하용/NLP","다들 과제 난이도 괜찮으신가요.."
2022-10-19 12:55:07,"S/CV","이모티콘"
2022-10-19 12:56:30,"./RecSys","추천은 전보다 하기 편해진 것 같아요.."
2022-10-19 12:57:19,"하용/NLP","아ㅜㅠ 이제 도메인별로 다르죠"
2022-10-19 12:57:27,"하용/NLP","전 뛰어내리고 싶네요"
2022-10-19 12:57:30,"하용/NLP","ㅋㅋㅋㅋ"
2022-10-19 12:57:37,"어피치/cv","cv도 전보다 낫습니다"
2022-10-19 12:58:43,"말하는감자/RecSys","추천은 지난주보다는 이번주가 편하네요 ㅋㅋ"
2022-10-19 13:00:58,"멋쩍은 튜브/CV","부덕이보다는..."
2022-10-19 13:01:08,"하용/NLP","헉… "
2022-10-19 13:01:11,"하용/NLP","전 부덕이가 그리운데"
2022-10-19 13:01:27,"하용/NLP","Nlp에서 저만 허덕이는걸까요… ㅋㅋㅋㅋㅋ"
2022-10-19 13:02:12,"수학잘하고파/RecSys","Nlp는 어렵군요.."
2022-10-19 13:02:20,"./RecSys","nlp는 어렵죠.."
2022-10-19 13:11:04,"./NLP","저도 부덕이가 그리워요"
2022-10-19 13:11:56,"까롱까롱마까롱","ㅋㅋ"
2022-10-19 13:13:58,"하용/NLP","ㅋㅋㅋㅋㅋㅋ"
2022-10-19 13:14:10,"하용/NLP","너무 고통스럽네유"
2022-10-19 13:17:06,"멋쟁이 프로도/CV","cv도 과제난이도 상당한디..ㅠ"
2022-10-19 13:22:31,"까롱까롱마까롱","씨갠~"
2022-10-19 13:24:32,"츄리닝안경 네오 / NLP","이번 과제 상당히 어렵네요 ㄷㄷ"
2022-10-19 13:30:10,"하용/NLP","전 손도 못대겠어요;;"
2022-10-19 13:56:54,"말하는감자/RecSys","으아"
2022-10-19 13:57:03,"말하는감자/RecSys","과제만큼 팀원 구하기도 힘드네요 ㅋㅋ"
2022-10-19 14:05:39,"수학잘하고파/RecSys","얘기많이 나눠보셨나요?"
2022-10-19 14:07:54,"하하/recsys","구하는 중..."
2022-10-19 14:15:00,"산산/recsys","부덕아.. 그립다.."
2022-10-19 15:29:16,"엄지척 어피치","팀 구하신 분들은 나머지 팀원 구하실 때 기술 스펙을 보시는지..하하"
2022-10-19 15:30:23,"./RecSys","사람마다 다를 것 같은데 얘기 나눠봤을 땐 사람이 잘 맞는지 보는 분들이 많았어요"
2022-10-19 15:34:56,"수학잘하고파/RecSys","네 말 잘통하는지가 중요한듯 여기계신분들 실력은 검증됬다고 생각해요"
2022-10-19 15:37:09,"애플펜슬/cv","난 실력 검증안됐는디"
2022-10-19 15:39:09,"말하는감자/RecSys","이야기 나눠보는데"
2022-10-19 15:39:19,"말하는감자/RecSys","다들 목적이 조금씩 다르다보니까"
2022-10-19 15:39:25,"말하는감자/RecSys","팀구하기가 어렵네요 ㅋㅋ"
2022-10-19 15:40:47,"산산/recsys","그러게욤"
2022-10-19 15:41:19,"산산/recsys","저는 구인하고 있어요"
2022-10-19 15:41:23,"산산/recsys","쉽지 않네요,,"
2022-10-19 15:42:06,"산산/recsys","저는 제 스택이 별로라서.. 방향성만 보고 있어요
프로젝트로 어떤 걸 얻고 싶으신 건지요!"
2022-10-19 15:43:31,"말하는감자/RecSys","저도 제 스택이 별로긴 하지만"
2022-10-19 15:43:46,"말하는감자/RecSys","부캠에서 열심히만 하면 된다고 생각해서"
2022-10-19 15:44:05,"말하는감자/RecSys","지금 현재 실력은 크게 중요하지 않다고 생각해요."
2022-10-19 15:44:13,"말하는감자/RecSys","(제가 잘 못해서 관대한거 맞음 ㅋㅋ) "
2022-10-19 15:47:29,"하하/recsys","이모티콘"
2022-10-19 15:51:07,"네카라쿠배/CV","(흑흑) 포기중..."
2022-10-19 15:51:13,"까롱까롱마까롱","don cry"
2022-10-19 15:53:20,"S/CV","ㅋㅋㅋㅋㅋ"
2022-10-19 16:00:26,"./RecSys","그냥 갈겨버린다는 마인드로 하세요"
2022-10-19 18:24:02,"ㅇㅇ/cv","여러 캠퍼 분들께 한번에 연락하시는 분 계신가요?"
2022-10-19 18:24:25,"ㅇㅇ/cv","여러 명한테 여쭤보고 싶은데 간보는 것 같아서ㅋㅋㅋ"
2022-10-19 18:24:38,"ㅇㅇ/cv","간 보는게 정상인가유"
2022-10-19 18:25:40,"./RecSys","전 아닌데 그렇게 하시는 분 뵌적있어요"
2022-10-19 18:25:44,"./RecSys","전 개인적으로 바람직하다고 생각했습니다"
2022-10-19 18:26:06,"./RecSys","시간도 없고 팀도 점점 꾸려지는데 많이 얘기하고 싶으면 그렇게 하는거죠"
2022-10-19 18:26:41,"말하는감자/RecSys","당연히 정상이죠"
2022-10-19 18:26:56,"말하는감자/RecSys","하루이틀 할것도 아니고 3달동안 같이 프로젝트 해야하는데"
2022-10-19 18:27:05,"말하는감자/RecSys","최대한 고르고 골라서 들어가야죠"
2022-10-19 18:33:47,"수학잘하고파/RecSys","네 사실 알아볼 시간이 많이 부족하다고 생각하는데 그렇게 하는게 맞는 것 같아요"
2022-10-19 18:38:21,"말하는감자/RecSys","프로젝트 주제도 고민이네요"
2022-10-19 18:38:29,"말하는감자/RecSys","데이터를 어디서 끌고와야하는지.."
2022-10-19 20:11:16,"하하/recsys","데이터가 문제입니다..."
2022-10-20 00:29:32,"하하/recsys","사진"
2022-10-20 00:29:35,"하하/recsys","아 ㅋㅋ"
2022-10-20 00:29:42,"하하/recsys","유튜브 추천 시스템 잘 작동하네"
2022-10-20 00:30:16,"말하는감자/RecSys"," 추천시스템은"
2022-10-20 00:30:17,"하하/recsys","요즘 공부 효율 안 나온다고 생각햇는데 소름 ㅋㅋㅋ"
2022-10-20 00:30:22,"말하는감자/RecSys","다 찾아봐도"
2022-10-20 00:30:38,"말하는감자/RecSys","딥러닝보다는 머신러닝을 많이 쓰는거같아서 좀 슬프네요"
2022-10-20 00:30:39,"말하는감자/RecSys","ㅠ"
2022-10-20 00:31:03,"하하/recsys","흑흑 어쩔수없져"
2022-10-20 00:31:25,"하하/recsys","이미지나 자연어는 딥러닝 무조건 써야하는데 추천은 그렇지가 않으니.."
2022-10-20 00:31:49,"말하는감자/RecSys","Level2때도 머신러닝이 성능이 좋지 않을까 싶어서...ㅋㅋ"
2022-10-20 00:32:04,"하하/recsys","CTR 대회 1등이 GBM이긴 했어요"
2022-10-20 00:32:11,"하하/recsys","AI RUSH ㅇㅇ"
2022-10-20 00:32:29,"하하/recsys","근데 그건 뭐 해봐야 아는거니까 ㅎㅎ"
2022-10-20 00:33:09,"하하/recsys","맞춰서 적응해야져 뭐..."
2022-10-20 00:33:11,"하하/recsys","흑"
2022-10-20 00:38:38,"말하는감자/RecSys","흑"
2022-10-20 00:40:58,"산산/recsys","이모티콘"
2022-10-20 00:42:19,"하하/recsys","이모티콘"
2022-10-20 00:44:22,"HelloWorld/Recsys","이모티콘"
2022-10-20 00:46:08,"말하는감자/RecSys","이모티콘"
2022-10-20 18:02:59,"하하/recsys","이모티콘"
2022-10-20 18:03:15,"./NLP","오늘 마스터클래스 장난없네요..."
2022-10-20 18:03:25,"하하/recsys","왜요?"
2022-10-20 18:03:31,"./NLP","너무 어려워요"
2022-10-20 18:03:40,"하하/recsys","아 강의를 하셨나요"
2022-10-20 18:32:59,"./RecSys","어떤 내용 알려주셨나요?"
2022-10-20 18:33:15,"멋쟁이 프로도/CV","역시 주재걸 교수님..."
2022-10-20 18:33:19,"산산/recsys","ㅎㄷㄷ"
2022-10-20 18:34:17,"산산/recsys","마클 하는 거 vod 는 해당 트랙 아니면 접근할 수 없죠??"
2022-10-20 18:40:32,"./RecSys","그냥 열면 열릴걸요"
2022-10-20 18:58:33,"불태움/NLP","불태움/NLP님이 들어왔습니다."
2022-10-20 19:07:57,"산산/recsys","어 그러네요
감사하빈다"
2022-10-20 21:00:06,"멋쩍은 튜브/CV","NLP는 상당히 실습이 많네요"
2022-10-20 22:01:19,"멋쟁이 프로도/CV","실습 많은게 좋지않나요"
2022-10-20 22:01:19,"멋쟁이 프로도/CV","ㅋㅋ"
2022-10-21 14:26:19,"초롱초롱 튜브/recsys","초롱초롱 튜브/recsys님이 나갔습니다."
2022-10-23 19:48:29,"멋쟁이 프로도/CV","취업지원제도 신청해보신분 계실까요?"
2022-10-23 19:49:55,"츄리닝안경 네오 / NLP","저 했습니다"
2022-10-23 19:50:39,"멋쟁이 프로도/CV","혹시 유형 1로 하셨나요?"
2022-10-23 19:50:51,"츄리닝안경 네오 / NLP","유형 2로 했습니다!"
2022-10-23 19:51:26,"멋쟁이 프로도/CV","아하 유형1로 하려니 서류작업같은것들이 생각보다 되게 많아서..ㅋㅋ"
2022-10-23 19:51:54,"츄리닝안경 네오 / NLP","신청할때는 유형 1로 하긴했는데"
2022-10-23 19:52:17,"츄리닝안경 네오 / NLP","해당이 안되서 유형 2로 바뀌긴했습니다"
2022-10-23 19:52:25,"멋쟁이 프로도/CV","아하 그렇군요 감사합니다 "
2022-10-23 19:52:45,"츄리닝안경 네오 / NLP","참고로 유형 1 심사가 거의 4주 넘게 걸렸습니다..."
2022-10-23 19:55:30,"멋쟁이 프로도/CV","허ㅓㅎ.. 그렇군요 감사합니다"
2022-10-23 19:55:43,"멋쟁이 프로도/CV","2는 얼마나 걸리셧나요?"
2022-10-23 19:56:31,"츄리닝안경 네오 / NLP","심사끝나면 바로 유형 1 아니면 2로 결정됩니다!"
2022-10-23 19:57:54,"./RecSys","1유형으로 신청해서 1이 해당안되면 2로 자동으로 넘어간대요"
2022-10-23 19:58:17,"./RecSys","최근에 심사 오래걸린 이유는 시스템을 바꾸느라 그랬다네요"
2022-10-23 20:05:24,"멋쟁이 프로도/CV","그렇군요"
2022-10-23 20:05:26,"멋쟁이 프로도/CV","감사합니다!!"
2022-10-23 21:42:35,"수학잘하고파/RecSys","주말 잘 쉬셨나요"
2022-10-23 21:42:47,"S/CV","너무 잘쉬어서 문제네요"
2022-10-23 21:42:57,"수학잘하고파/RecSys","내일부터 pstage인데 긴장되네용"
2022-10-23 22:01:52,"하하/recsys","헉"
2022-10-23 22:02:06,"하하/recsys","생각해보니 피스테이지 시작이군요..."
2022-10-23 22:52:04,"네카라쿠배/CV","에휴! 빡세네요"
2022-10-24 00:14:58,"산산/recsys","에고"
2022-10-24 00:19:11,"멋쟁이 프로도/CV","4주만에 주말 처음 쉬었는데 시간이 왤케 빨리 가는거죠...ㅜ"
2022-10-24 19:31:39,"응원하는 튜브/nlp","CV분들 중 오프라인가신분들 공지는 어디서 봤나요?"
2022-10-24 19:33:14,"말하는감자/RecSys","오늘 오프라인행사 있었나요?"
2022-10-24 19:33:38,"말하는감자/RecSys","아 CV는 오늘이었군요"
2022-10-24 19:33:51,"말하는감자/RecSys","https://www.boostcourse.org/boostcampaitech4/notice/31979"
2022-10-24 19:41:56,"응원하는 튜브/nlp","아 따로 신청한 사람들 중에 된 분들이나 자리배치같은 공지는 따로 없나요?!"
2022-10-24 21:57:25,"어피치/cv","운영진님이 전날에 슬랙에 방 만들어주십니다~"
2022-10-25 18:41:40,"쑥스럽게 인사하는 프로도/CV","쑥스럽게 인사하는 프로도/CV님이 들어왔습니다."
2022-10-26 15:56:45,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:45,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:45,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:45,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:47,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:48,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:48,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:49,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:49,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:56:49,"치맥하는 제이지/cv","삭제된 메시지입니다."
2022-10-26 15:57:08,"트롤킹/CV","부덕?"
2022-10-26 15:57:42,"치맥하는 제이지/cv","휴대폰이 젖어서"
2022-10-26 15:57:49,"치맥하는 제이지/cv","막눌렸나봐요 ㅠㅠ"
2022-10-26 15:57:52,"치맥하는 제이지/cv","이모티콘"
2022-10-26 16:01:46,"S/CV","이모티콘"
2022-10-26 16:05:34,"엄/CV","엄/CV님이 나갔습니다."
2022-10-26 19:47:20,"부덕부덕/CV","부덕부덕/CV님이 들어왔습니다."
2022-10-26 19:55:17,"부덕부덕/CV","안녕하세용"
2022-10-26 19:55:34,"하하/recsys","안녕하세요 ㅎㅎ"
2022-10-26 19:56:28,"엄지척 프로도/CV","안녕하세요!"
2022-10-26 20:03:24,"기뻐하는 라이언/cv","다들 할만하신가요?"
2022-10-26 20:03:34,"기뻐하는 라이언/cv","저희팀은 저빼고 다 잘해서,,"
2022-10-26 20:05:08,"S/CV","저도.."
2022-10-26 20:13:22,"멋쟁이 프로도/CV","저희팀도 저빼고 잘하시는.."
2022-10-26 20:15:48,"파이팅하는 무지/cv","저도..."
2022-10-26 20:17:02,"산산/recsys","이모티콘"
2022-10-26 20:29:30,"하하/recsys","이모티콘"
2022-10-27 15:38:43,"빈털터리 제이지/recsys","빈털터리 제이지/recsys님이 나갔습니다."
2022-10-27 19:16:05,"수학잘하고파/RecSys","다들 잘 하시고 계신가요"
2022-10-27 19:16:22,"수학잘하고파/RecSys","끝나면 많이 늘거같긴한데 이 과정이 고통스럽네요 ㅋㅋㅋ"
2022-10-27 19:20:32,"부덕부덕/CV","이모티콘"
2022-10-27 19:21:09,"ㅇㅇ/cv","제가 새로짜지않고 베이스코드를 그대로 사용하는것에"
2022-10-27 19:21:12,"ㅇㅇ/cv","죄책감이있었는데"
2022-10-27 19:21:38,"ㅇㅇ/cv","오히려 베이스코드를 이용해 더 다양한 실험을 해보라는 말씀이 하시네요"
2022-10-27 19:22:02,"ㅇㅇ/cv","그런데 다들 베이스코드는 완벽하게 이해하시고 사용하시나요?"
2022-10-27 19:22:41,"파이팅하는 무지/cv","전 간단하게 분석해봤습니다"
2022-10-27 19:27:23,"수학잘하고파/RecSys","저희 트랙은 베이스코드가 정말 상세해서 사실 이해하는 것도 벅찼습니다 ㅋㅋ"
2022-10-27 19:27:23,"애플펜슬/cv","베이스코드 원래 한줄 짜리도 다 함수로 구현하나요"
2022-10-27 19:27:46,"애플펜슬/cv","함수 너무 여러개 만든 느낌이라 킹받네요"
2022-10-27 19:30:00,"산산/recsys","ipynb 만 보다가"
2022-10-27 19:30:00,"./RecSys","함수명으로 이해하는게 더 직관적이면 그렇게 하기도 해요"
2022-10-27 19:30:06,"산산/recsys","스크립트로 다 나뉜 거 보니까"
2022-10-27 19:30:08,"산산/recsys","어질어질하네요 ㅎㅎ"
2022-10-27 19:30:21,"수학잘하고파/RecSys","오늘 오피스아워에서 친해져야한다는 식으로 말씀하셔서"
2022-10-27 19:30:28,"수학잘하고파/RecSys","많이 어색하긴 한데 적응해봐야죠"
2022-10-27 19:30:43,"산산/recsys","이모티콘"
2022-10-27 19:30:48,"수학잘하고파/RecSys","다들 7시에 퇴실체크하고 또 공부하시나요"
2022-10-27 19:30:52,"수학잘하고파/RecSys","이제 기운이 없네요 ㅋㅋ"
2022-10-27 19:32:16,"산산/recsys","전 밥먼저 먹으려구여.."
2022-10-27 19:32:24,"산산/recsys","내일뵙겠네요 여러분 ㅋㅋㅋ"
2022-10-27 19:33:13,"./RecSys","7시 전까지 빡세게 안해서.."
2022-10-27 19:33:16,"./RecSys","7시 이후로도 계속 해요"
2022-10-27 19:36:14,"수학잘하고파/RecSys","차라리 취업하면 퇴근하면 끝이라 편할듯요 ㅋㅋ"
2022-10-27 19:36:20,"수학잘하고파/RecSys","막상 하면 또 다르겠지만"
2022-10-27 19:39:04,"말하는감자/RecSys","저는 공부합니다"
2022-10-27 19:39:05,"말하는감자/RecSys","ㅋㅋㅋ"
2022-10-27 19:52:34,"S/CV","일할때는 퇴근하면 손놓고 하고싶은거했는데 이거는 계속 연장이라 더힘드네요"
2022-10-27 20:11:33,"네카라쿠배/CV","퇴근하고 공부하지 않는 사람은 개발자가 아닙니다. 오래 못가요."
2022-10-27 20:11:54,"S/CV","헉"
2022-10-27 20:12:30,"산산/recsys","이모티콘"
2022-10-27 20:13:04,"말하는감자/RecSys","이거는 미래의 제가 고민할 내용이라... ㅋㅋㅋㅋ"
2022-10-27 20:13:51,"네카라쿠배/CV","만일 취업해서 이게 안 맞는다고 느껴지면 다른 능력을 키우셔야 합니다."
2022-10-27 20:15:18,"수학잘하고파/RecSys","ㅋㅋㅋㅋㅋ 무섭네요"
2022-10-27 20:16:42,"네카라쿠배/CV","이게 잘못된건 아닌데, 본인의 성향을 모르고 마지못해 개발하면 인생이 힘들죠"
2022-10-27 20:17:23,"S/CV","이모티콘"
2022-10-27 20:17:28,"산산/recsys","그것도 글쵸"
2022-10-27 20:17:46,"V / CV","장비업계로 가시면 계속 공부 안하셔도 됩니다.."
2022-10-27 20:17:59,"네카라쿠배/CV","개발자를 꼭 해야만 연봉이 높은것도 아니에요 세상에 길은 많습니다"
2022-10-27 20:18:15,"산산/recsys","이모티콘"
2022-10-27 20:28:32,"S/CV","개발자 꿈나무들에게 왜,,"
2022-10-27 20:30:16,"하하/recsys","ㅠㅠ"
2022-10-27 20:30:36,"네카라쿠배/CV","꿈나무를 응원합니다(굿)"
2022-10-28 08:42:16,"부덕부덕/CV","다들 요즘 고민 없으신가요.."
2022-10-28 08:43:44,".recsys","어떤 고민이요?"
2022-10-28 08:48:53,"부덕부덕/CV","부캠하면서 잘 하고 있는건지부터 해서"
2022-10-28 08:49:04,"부덕부덕/CV","그냥 부캠 관련해서요 "
2022-10-28 08:52:41,"./RecSys","부캠을 선택한 것에 대해 말씀이신가요?"
2022-10-28 08:53:11,"수학잘하고파/RecSys","이 과정 잘 끝내면 취업잘될까"
2022-10-28 08:53:22,"수학잘하고파/RecSys","잘 끝낼수있을까"
2022-10-28 08:53:29,"수학잘하고파/RecSys","이런고민이 있습니다 ㅋㅋ"
2022-10-28 08:53:41,"./RecSys","저도 그런 생각은 요즘에 많이 드네요ㅋㅋㅋ"
2022-10-28 08:53:44,".recsys","프로젝트 시작하니까 정신 머리가 없어요
뭘해야할지 감도 안 잡히고
그래도 멋모르고 박는 시간이 있어야 더 이 분야에 적응 될 거 같아서 종일 코드만 뜯어보고있습니다"
2022-10-28 08:54:19,"수학잘하고파/RecSys","가끔씩 방향성이 맞는지 시간소비만하는건아닌지"
2022-10-28 08:54:31,"수학잘하고파/RecSys","생각이 들기도하죠"
2022-10-28 08:56:06,".recsys","여태 프로젝트를 한 번도 해본 적이 없는데 경험 쌓는 건 좋은 것 같아요. 실전에서는 베이스라인 코드도 다 직접 써야할테니 훨씬 어렵겠지만"
2022-10-28 08:57:02,"수학잘하고파/RecSys","맞아요 저희 트랙 베이스라인 코드 처다만봐도 공부가 잘됩니다 ㅋㅋ"
2022-10-28 09:07:48,"산산/recsys","ㅇㅈㅇㅈ"
2022-10-30 01:32:41,"산산/recsys","이태원 가신 분 없으시죠...ㅜㅜ
안타까운 사고가 났었나봐요.."
2022-10-30 01:33:58,"부끄러운 어피치/CV","진짜 무슨 이런일이 있나요…"
2022-10-30 01:34:08,"부끄러운 어피치/CV","엄청 심각한거같은데 ㅠ"
2022-10-30 01:34:35,"산산/recsys","압사 사고라고 들었는데 사람이 너무 많아서 그런가봐요.."
2022-10-30 01:35:25,"부끄러운 어피치/CV","그니까요 와 정말..ㅠㅠㅠ"
2022-10-30 01:35:44,"부끄러운 어피치/CV","다들 아무일 없었으면 좋겠어요 .."
2022-10-30 01:36:23,"수학잘하고파/RecSys","여기계신분들 모두 건강하셨으면 좋겠습니다"
2022-10-30 01:37:35,"말하는감자/RecSys","참..."
2022-10-30 01:37:54,"말하는감자/RecSys","본의아니게 단톡에 올라온 사진 본 이후로 집중이 안되네요"
2022-10-30 01:38:27,"부끄러운 어피치/CV","제발 ㅠㅠㅠ 하 ㅠ"
2022-10-30 01:40:29,"산산/recsys","인터넷 찾아보니까 안타까움을 넘어서 무섭네요.."
2022-11-02 10:44:32,"부덕부덕/CV","부캠에서 살아남기 질문 다들 쓰셨나여"
2022-11-02 10:54:05,"말하는감자/RecSys","말하는감자/RecSys님이 나갔습니다."
2022-11-02 15:57:38,"초보 / nlp","저 혹시 훈련장려금 들어오신분 계신가요?"
2022-11-02 16:41:16,"쉬어가는 라이언/cv","쉬어가는 라이언/cv님이 나갔습니다."
2022-11-02 16:52:57,"하하/recsys","아직 안 들어왔나봐요"
2022-11-05 10:48:19,"초보 / nlp","초보 / nlp님이 나갔습니다."
2022-11-05 10:50:03,"초보 / nlp","초보 / nlp님이 들어왔습니다."
2022-11-05 10:53:16,"초보 / nlp","안녕하세요 혹시 recsys듣는 학생 중 이번 주말에만 서로 바꿔서 강의들으실분 계신가요?ㅠ"
2022-11-05 10:58:05,"초보 / nlp","https://open.kakao.com/o/sAGDv2Le 관심있으신분 연락주세요 😭 "
2022-11-05 12:39:40,"산산/recsys","강의 바꿔서"
2022-11-05 12:39:50,"산산/recsys","아아"
2022-11-05 13:45:12,"멋쟁이 프로도/CV","다른 파트도 수강해두시지ㅋㅋ"
2022-11-05 13:45:19,"멋쟁이 프로도/CV","다중창 되서 하루에 전부 들어두는거 되요"
2022-11-06 12:40:18,"부덕부덕/CV","CV 수료생 분 만날 일이 있는데 궁금한 거 있으신 분 계신가요?"
2022-11-06 12:41:34,"멋쩍은 튜브/CV","실제 현업에서 하고 계시는부분과"
2022-11-06 12:41:56,"멋쩍은 튜브/CV","부캠에서 집중해서 학습하면 도움될 내용이요 "
2022-11-06 12:42:09,"멋쩍은 튜브/CV","(뽀뽀)(뽀뽀)(뽀뽀)"
2022-11-06 12:42:17,"./RecSys","최종 프로젝트 때 프론트 같은 부분은 어떻게 하셨는지 궁금합니다!"
2022-11-06 12:42:28,"잉","cv만 하시는지 다른 분야도 골고루 하게되는지

부캠 남은 기간동안 부캠활동에 집중하는게 좋을지 다른 것도 병행하는게 좋은지

궁금합니다!"
2022-11-06 13:30:46,"네카라쿠배/CV","실제 현업가면 cv,nlp,recsys구분해서 학습하는게 의미있는지 궁금하네요."
2022-11-06 16:00:11,"방장/CV","멘토, 마스터 등에게 물어보는게 의미 있지 않을까요 ㅎㅎ"
2022-11-06 16:04:27,"네카라쿠배/CV","답정너인데 운영진이 싫어할듯"
2022-11-06 16:14:54,"멋쩍은 튜브/CV","멘토시대의 신입 ML엔지니어와
요즘 ML엔지니어의 기대역할이 조금 차이가 나는거 같기도 해요ㅠ"
2022-11-06 16:22:24,"./RecSys","왜 답정너라고 생각하시는지 여쭤봐도 될까요?"
2022-11-06 17:59:48,"산산/recsys","연구할 거 아니면 다 알아야 할 거 같긴 해요"
2022-11-06 17:59:59,"산산/recsys","아 오히려 연구하면 다 알아야 하나"
2022-11-06 18:06:28,"멋쟁이 프로도/CV","인공지능 부서에서도 전문분야에 따라 다 나뉘어집니다"
2022-11-06 18:07:05,"멋쟁이 프로도/CV","물론 대기업기준.."
2022-11-06 18:19:34,"부끄러운 어피치/CV","wrapup report 아직 안쓰신분.."
2022-11-06 18:20:18,"부덕부덕/CV","다들 취업 목적으로 들어오셨나요.."
2022-11-06 18:21:49,"하하/recsys","취업 목적이긴 한데"
2022-11-06 18:21:56,"S/CV","저여"
2022-11-06 18:22:09,"하하/recsys","대학원 가는 것도 조금씩 마음이 열리네요(?)"
2022-11-06 18:24:56,"애플펜슬/cv","돈 언제 들어오지"
2022-11-06 18:26:15,"네카라쿠배/CV","운영진이 싫어합니다."
2022-11-06 18:28:26,"하하/recsys","마스터 분이 마스터 클래스할 때 조금 마음의 문이 열렸음 ㅋㅋㅋ"
2022-11-06 18:52:15,"산산/recsys","랩업리포트 진짜 쓰기 어렵네요"
2022-11-06 18:52:31,"산산/recsys","주말에도 팀원들이랑 회의해야 하는,, ㅠㅠ"
2022-11-06 18:52:44,"산산/recsys","이모티콘"
2022-11-06 18:52:50,"하하/recsys","산산님은 누구실까"
2022-11-06 18:52:52,"하하/recsys","궁금"
2022-11-06 18:52:57,"하하/recsys","ㅎㅎ"
2022-11-06 18:53:08,"산산/recsys","이모티콘"
2022-11-06 18:53:15,"부끄러운 어피치/CV","ㅋㅋㅋ"
2022-11-06 18:53:21,"부끄러운 어피치/CV","팀원들이 쓰고있는지를 모르겠는,,"
2022-11-06 18:53:49,"하하/recsys","하하"
2022-11-06 18:53:52,"하하/recsys","언제 다 쓰지"
2022-11-06 18:53:55,"부끄러운 어피치/CV","근데 이거"
2022-11-06 18:53:59,"부끄러운 어피치/CV","2-3장 쓰라는거 아닌가요"
2022-11-06 18:54:08,"부끄러운 어피치/CV","다들 몇장쓰고계세요 ???"
2022-11-06 18:54:17,"산산/recsys","part1이 2-3장이고 개인은 1장 정도일거예요"
2022-11-06 18:54:26,"부끄러운 어피치/CV","그럼 총 8장정도인거져??"
2022-11-06 18:54:30,"산산/recsys","네네 저는 글케알고있어요"
2022-11-06 18:54:40,"부끄러운 어피치/CV","굉장히"
2022-11-06 18:54:43,"부끄러운 어피치/CV","압축해서 써야할거같은.."
